,,,All features released after March 4th 2024 are not available on legacy plans,,,,,,,,,,,,NEW (ALL PLATFORMS),,,,,,,New Shopify,,,,New SelfServe,,Salla Pricing,,,
,Section,Type,Feature,Notes,Release Date,Benefit,Medium,Medium Sub-Category,Benefit Tier,Use Case,Scalable,Transactional Report Available,Event Data Collected,Needed Now?,Kickstarter,Basic,Growth,Master,Provided on Legacy Plans?,Transition Action,Seed Data Change Needed,Free,Starter,Pro,Guru,Growth,Enterprise,Free (الباقه المجانية),Starter (الباقه البرونزية),Pro (الباقه الفضية),Guru (الباقه الذهبية)
,listing page,,,,,,,,,,,,,,,,,,,,,https://apps.shopify.com/gameball,,,,,,https://apps.salla.sa/ar/app/1407572580,,,
,Reward Campaigns,Page access,[Notification] Access in-App notification Edit Popup,,,Engagement,Branding,,Advanced,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7,Reward Campaigns,Limitation,[Notification] Edit in-App notification script text,,,Engagement,Branding,Language,Advanced,Brand Lang.,0,No,No,,No,No,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
,Reward Campaigns,Limitation,[Notification] Add Placeholders To in-App Script Text,,,Engagement,Personalization,,Full,,,,,,No,No,Yes,Yes,,keep old text ,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
,Reward Campaigns,Page access,[Notification] Access Edit Email Popup,,,Engagement,Branding,,Advanced,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7,Reward Campaigns,Limitation,[Notification] Edit Email text,,,Engagement,Branding,Language,Advanced,Brand Lang.,0,,,,No,No,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
7,Reward Campaigns,Limitation,[Notification] Edit Email images,,,Engagement,Branding,Images,Advanced,Branding (Images),0,,,,No,No,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
,Reward Campaigns,Limitation,[Notification] Add Placeholders To Email Script Text,,,Engagement,Personalization,,Full,,,,,,No,No,Yes,Yes,,keep old text,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
,Reward Campaigns,,[Goal] Reward Campaign Goal ,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
7,Reward Campaigns,Action,Extract Reward Campaigns,,,Productivity,Operations,Data Extraction,Advanced,,0,No,No,,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Reward Campaigns,,Campaign Web URL,,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
7,Reward Campaigns,Action,Duplicate Reward Campaigns,,,Productivity,Operations,, Basic,,0,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Rewards options,,Type: External Reward (API Call) ,,,,,,,,,,,,,,,,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Yes,Yes,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
,Rewards options,,Type:  Store credit,,9/15/2024,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA
,Rewards options,Limitation,Apply rule on Specific collection,,,,,,,,,,,,No,No,Yes,Yes,,,,Yes,Yes,Yes,Yes,Addon R1,Yes,Yes,Yes,Yes,Yes
,Rewards options,Limitation,Add reward expiry,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Addon R1,Yes,No,No,Yes,Yes
,Rewards options,Limitation,Add minimum purchase value,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Addon R1,Yes,Yes,Yes,Yes,Yes
,Rewards options,Limitation,Add maximum reward usage,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Addon R1,Yes,Yes,Yes,Yes,Yes
,Rewards options,Limitation,Apply reward combination,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Addon R1,Yes,Yes,Yes,Yes,Yes
,Rewards options,,"Add ""How to redeem"" instructions",,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Rewards options,,Custom Points Expiry Per Reward (Bonus Expiry),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Rewards options,,Reward (No Luck) [Luck Games Only],,,,,,,,,,,,,,,,,,,No ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
,Rewards options,,Reward probability [Luck Games Only],,9/1/2024,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Rewards options,,Reward limit [Luck Games Only],,9/15/2024,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Communication Campaign ,Page access,Access Communication Campaign ,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Communication Campaign ,Page access,Create Communication Campaign (Draft),,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Communication Campaign ,Limitation,Active Communication Campaign,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Unlimited,Unlimited,No,No,Yes,Yes
,Communication Campaign ,MCC Quota,"Monthly Contacted Customer
(Unique customers contact through Communication Campaign per month. if multiple Communication Campaigns sent to the same customer they are counted only once)",,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"100 || Default
1,000 || $16
2,000 || $29
3,000 || $39
5,000 || $53
10,000 || $96
15,000 || $129
20,000 || $172
30,000 || $232
40,000 || $279
50,000 || $314
60,000 || $339
70,000 || $356
80,000 || $452
90,000 || $458
100,000 || $508",Customized,NA,NA,NA,NA
,Communication Campaign ,Limitation,Overages,,,,,,,,,,,,,,,,,,,NA | once limit reached no more comm. sent,NA | once limit reached no more comm. sent,NA | once limit reached no more comm. sent,NA | once limit reached no more comm. sent,$0.0150,Customized,NA | once limit reached no more comm. sent,NA | once limit reached no more comm. sent,NA | once limit reached no more comm. sent,NA | once limit reached no more comm. sent
,Communication Campaign ,Limitation,Emails limit,,,,,,,,,,,,,,,,,,,NA,NA,"Yes 
(10,000 Emails/mo)","Yes 
(10,000 Emails/mo)",10 * MCC Quota,Customized,NA,NA,"Yes 
(10,000 Emails/mo)","Yes 
(10,000 Emails/mo)"
,Communication Campaign ,Limitation,Web Messages limit,,,,,,,,,,,,,,,,,,,Unlimited,Unlimited,Unlimited,Unlimited,unlimited,unlimited,Unlimited,Unlimited,Unlimited,Unlimited
,Communication Campaign ,Limitation,Mobile Push limit,,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),unlimited,unlimited,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Automation Campaign,Page access,Access Automation Campaign page,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Automation Campaign,Action,Create Automation Campaign,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Automation Campaign,Limitation,Set Automation Campaign live,,,,,,,,,,,,,,,,,,,Yes Max (1),Yes Max (1),Yes Max (2),Yes,Available (But Change needed),Yes,Yes Max (1),Yes Max (1),Yes Max (2),Yes
5,Customers,Page access,Access Customers List,,,Productivity,Data Presentation,, Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Page access,Access Customer Page,,,Productivity,Data Presentation,, Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Tag Filtered Customers ,,,Engagement,Targeting,,Advanced,,,No,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Customers,Action,Include/Exclude Customers,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Update/Migrate Customers,,,Productivity,Operations,, Basic,,,No,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Extract Customers,,,Productivity,Operations,Data Extraction,Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Reward a Reward Campaign,,,Productivity,Operations,,Advanced,,,Not sure,Not sure,,No,No,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Add/Deduct points,,,Productivity,Operations,,Advanced,Returns,,No,Yes,,No,No,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Adjust Customer Tier,,,Productivity,Operations,,Advanced,,,No,No,,No,No,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Customers,Action,Delete Customers,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Page access,Access Customer Activity Log,,,Productivity,Data Presentation,, Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Action,Extract Activity Log,,,Productivity,Operations,Data Extraction,Advanced,,,No,No,,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5,Customers,Page access,Access Segments Page,,,Productivity,Data Presentation,, Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Customers,Action,Save a Segment,,,,,,,,,,,,,,,,,,,No,Up to 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Customers,,Refresh Segment data (Segments/RFM),,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Customers,Page access,Access RFM Segement Page,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Customers,Limitation,Open rfm segment Customers list,,,,,,,,,,,,,,,,,,,No ,No,Yes,Yes,Addon S1,Yes,No ,No,Yes,Yes
,Customers,Limitation,View rfm segment retention strategy,,,,,,,,,,,,,,,,,,,No ,No,Yes,Yes,Addon S1,Yes,No ,No,Yes,Yes
,Customers,Limitation,Click on an action in the rentention strategy popup,,,,,,,,,,,,,,,,,,,No ,No,Yes,Yes,Addon S1,Yes,No ,No,Yes,Yes
,Embedded Blocks,,Points on account page ,,9/30/2024,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Points on Product page ,,10/14/2024,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Cart - Show order potential points ,,11/11/2024,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,[Shopify Plus] Checkout - Redeem Points input field,,12/9/1024,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,[Shopify Plus] Checkout - Redeem Points drop-menu,,12/9/1024,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,[Shopify Plus] Checkout - Available Rewards drop menu,,12/9/1024,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,[Shopify Plus] Checkout - Show order potential points ,,12/9/1024,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,[Shopify Plus] Checkout - Auto apply tier lifetime reward at checkout,,12/9/1024,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Thank You - Show Earned Points after checkout ,,12/9/1024,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Thank You - Refer a Friend after Checkout,,12/9/1024,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty Rewards Page (Planned),,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - Hero Banner (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - Balance & Activities (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - Ways to Earn (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - Ways to Redeem (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - Available Rewards (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - Referral (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - VIP Tiers (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - How it Works (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Embedded Blocks,,Loyalty - FAQ (Planned),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
8,Programs,Page access,Missions List,,,,,,,,,,,,No,No,No,No,,,,No,No,No,Yes,,,No,No,No,Yes
8,Programs,,Number of Missions,,,,,,,,,,,,No,No,No,No,,,,,,,Unlimited,,,,,,Unlimited
16,Widget | General | Languages,Page access,Access Langauges Tab,,,Productivity,Data Presentation,, Basic,,,,Partial,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | General | Languages,Limitation,Add Languages,,,Engagement,Localization,,Full,Reach,1,,Partial,,1,1,2,Unlimited,,deactivate extra ,,1 lang (default),2 lang (total),Unlimited,Unlimited,"2 lang 
Popup (Contact Sales)","2 lang 
Popup (Contact Sales)",1 lang (default),2 lang (total),Unlimited,Unlimited
16,Widget | General | Visibility,Page access,Access General Tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | General | Visibility,Action,Hide/Show Widget for the Customers,,,Engagement,Customization,,Advanced,,,,,,Always enabled,Always enabled,Enable/Disable,Enable/Disable,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | General | Visibility,Action,Hide/Show Widget for the guests,,,Engagement,Customization,,Advanced,,,,,,Always enabled,Always enabled,Enable/Disable,Enable/Disable,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | General | Visibility,Action,Hide/Show Tier Card,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | General | Visibility,Action,Hide/Show Leaderboard tab,,,Engagement,Gamification,,Full,,,,,,No,No,No,Yes,,,,No,No,Yes,Yes,Addon L1,Popup (Contact Sales),No,No,No,Yes
16,Widget | General | Visibility,Action,Hide/Show Notifications icon,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | General | Visibility,Action,Hide/Show pervious VIP Tiers benefits,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | General | Visibility,Action,Hide/show coupons tab,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | General | Visibility,Action,Hide/show Rewards from referral page,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | General | Visibility,Action,Hide/show Points from referral page,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | General | Visibility,Action,Disable Gameball Footer,,,Engagement,Branding,Name,Full,,0,,,,Always enabled,Always enabled,Always enabled,Enable/Disable,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Widget | Reward Campaigns,Page access,Access Reward Campaigns tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | Reward Campaigns,Action,Sorting,,,Engagement,Customization,,Advanced,,,,,,No,No,Yes,Yes,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
16,Widget | Branding | Colors,Page access,Access Colors tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Branding | Colors,Action,Widget Theme (Dark/white),,,Engagement,Customization,,Advanced,Branding,0,,,,No,No,Yes,Yes,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
16,Widget | Branding | Colors,Action,Change Widget Color,,,Engagement,Branding,Colors, Basic,Branding (Colors),,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Branding | Colors,Action,Change Widget Font,,,Engagement,Branding,Font,Full,,,,,,No,No,No,Yes,,return to default,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
16,Widget | Branding | Colors,Action,Change launcher Color,,,Engagement,Branding,Colors, Basic,Branding (Colors),,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Branding | Colors,Action,Change launcher Icon Color,,,Engagement,Branding,Colors, Basic,Branding (Colors),,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | Branding | Colors,Action,Change launcher Text Color,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Branding | Identity,Page access,Access Identity tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Branding | Identity,Action,Change Program Name,,,Engagement,Branding,Language, Basic,,0,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Branding | Identity,Action,Change Points Name,,,Engagement,Branding,Language,Advanced,Branding (Lang.),,,,,No,No,Yes,Yes,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
16,Widget | Branding | Identity,Action,Change Points Icon,,,Engagement,Branding,,Advanced,,,,,,No,No,Library,Library,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
16,Widget | Braning | Guest,Page access,Access Guest tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Widget | Braning | Guest,,Hide Guest View Image,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Braning | Guest,Limitation,Upload Guest View Image,,,Engagement,Branding,Images,Advanced,Branding (Images),,,,,Default or none,Default or none,Default or none,Default or none,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
16,Widget | Braning | Guest,Action,Edit registration and login URLs,,,Activation,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Customize,Page access,Acceess Customize tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Customize,Action,Launcher direction,,,Engagement,Branding,Layout, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Customize,Limitation,Change launcher icon,,,Engagement,Branding,Images,Advanced,Branding (Images),,,,,From library,From library,Library or Upload,Library or Upload,,,,From library only,From library only,Yes,Yes,Yes,Yes,From library only,From library only,Yes,Yes
16,Widget | Launcher | Customize,Action,Change launcher text,,,Engagement,Branding,Layout, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Shape,Page access,Access Shape tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Shape,Action,Hide/Show Launcher,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Shape,Action,Button Shape,,,Engagement,Customization,Colors, Basic,Branding (Colors),,,,,All except deep links,All except deep links,All except deep links,All,,return to default,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Launcher | Shape,Action,Deep Linking,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Content,Page access,Access Content,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
16,Widget | Content,Action,Edit Content,,,Acquisition,Branding,Language, Basic,Brand Lang.,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
12,Notifications - InApp,Page access,Access Notification Page,,,Productivity,Data Presentation,, Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
13,Notifications - InApp,Action,Activate/Deactivate Notifications,,,Engagement,Customization,, Basic,,,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Notifications - InApp,Limitation,Accessible Notification types,,,Engagement,Popups,,Advanced,,,,,,"All except points expiry, event cheering","All except points expiry, event cheering","All except points expiry, event cheering",All,,,,All,All,All,All,Yes,Yes,All,All,All,All
12,Notifications - InApp,Limitation,Edit Notification Script Text,,,Engagement,Branding,Language,Advanced,Brand Lang.,,No,No,,No,No,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
12,Notifications - InApp,Limitation,Edit Notification Script Image,,,Engagement,Branding,Images,Advanced,Branding (Images),,,,,,,,,,,,,,,,Yes,Yes,,,,
12,Notifications - InApp,Limitation,Add Placeholders To Text,,,Engagement,Personalization,,Full,,,,,,No,No,Yes,Yes,,keep old text,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
13,Notifications - Emails,Page access,Email Page,,,Productivity,Data Presentation,, Basic,,,Partial,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Notifications - Emails,Action,Activate/Deactivate Email,,,Engagement,Channel ,Email, Basic,,,Partial,No,,No,Yes,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Notifications - Emails,Limitation,Accessible Emails types,,,Engagement,Targeting,,Advanced,,,,,,NA,All except points expiry,All except points expiry,All,,deactivate,,All,All,All,All,Yes,Yes,All,All,All,All
13,Notifications - Emails,Limitation,Edit Email Text,,,Engagement,Branding,Language,Advanced,Brand Lang.,,Partial,No,,NA,No,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
13,Notifications - Emails,Limitation,Edit Email Images,,,Engagement,Branding,Images,Advanced,Branding (Images),,,,,NA,No,Upload,Upload,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
13,Notifications - Emails,Limitation,Edit Email Text Font,,,Engagement,Branding,Font,Full,,,,,,,,,,,,,,,,,Yes,Yes,,,,
,Notifications - Emails,Action,Edit Points Expiry Days,,,Engagement,,,Full,,,,,,,,,,,,,,,,,Yes,Yes,,,,
13,Notifications - Emails,Action,Remove Gameball Footer,,,Engagement,Branding,Name,Full,,,,,,No,No,No,Yes,,,,,,,,Yes,Yes,,,,
13,Notifications - Emails,Limitation,Add Placeholders To Text,,,Engagement,Personalization,,Full,,,,,,NA,No,Yes,Yes,,keep old text,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
,Notifications - Emails,,Customize Email Sender [Custom domain],,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Popup (Contact Sales),Yes,No,No,Yes,Yes
,Notifications - Emails,,Remove by Gameball for email's footer (Not available now),,,,,,,,,,,,,,,,,,,,,,,,,,,,
